,begin_time,Active Parallel Sessions,Active Serial Sessions,Average Active Sessions,Average Synchronous Single-Block Read Latency,Background CPU Usage Per Sec,Background Checkpoints Per Sec,Background Time Per Sec,Branch Node Splits Per Sec,Branch Node Splits Per Txn,Buffer Cache Hit Ratio,CPU Usage Per Sec,CPU Usage Per Txn,CR Blocks Created Per Sec,CR Blocks Created Per Txn,CR Undo Records Applied Per Sec,CR Undo Records Applied Per Txn,Captured user calls,Cell Physical IO Interconnect Bytes,Consistent Read Changes Per Sec,Consistent Read Changes Per Txn,Consistent Read Gets Per Sec,Consistent Read Gets Per Txn,Current Logons Count,Current OS Load,Current Open Cursors Count,Cursor Cache Hit Ratio,DB Block Changes Per Sec,DB Block Changes Per Txn,DB Block Changes Per User Call,DB Block Gets Per Sec,DB Block Gets Per Txn,DB Block Gets Per User Call,DBWR Checkpoints Per Sec,DDL statements parallelized Per Sec,DML statements parallelized Per Sec,Database CPU Time Ratio,Database Time Per Sec,Database Wait Time Ratio,Disk Sort Per Sec,Disk Sort Per Txn,Enqueue Deadlocks Per Sec,Enqueue Deadlocks Per Txn,Enqueue Requests Per Sec,Enqueue Requests Per Txn,Enqueue Timeouts Per Sec,Enqueue Timeouts Per Txn,Enqueue Waits Per Sec,Enqueue Waits Per Txn,Execute Without Parse Ratio,Executions Per Sec,Executions Per Txn,Executions Per User Call,Full Index Scans Per Sec,Full Index Scans Per Txn,GC CR Block Received Per Second,GC CR Block Received Per Txn,GC Current Block Received Per Second,GC Current Block Received Per Txn,Global Cache Average CR Get Time,Global Cache Average Current Get Time,Global Cache Blocks Corrupted,Global Cache Blocks Lost,Hard Parse Count Per Sec,Hard Parse Count Per Txn,Host CPU Usage Per Sec,Host CPU Utilization (%),I/O Megabytes per Second,I/O Requests per Second,Leaf Node Splits Per Sec,Leaf Node Splits Per Txn,Library Cache Hit Ratio,Library Cache Miss Ratio,Logical Reads Per Sec,Logical Reads Per Txn,Logical Reads Per User Call,Logons Per Sec,Logons Per Txn,Long Table Scans Per Sec,Long Table Scans Per Txn,Memory Sorts Ratio,Network Traffic Volume Per Sec,Open Cursors Per Sec,Open Cursors Per Txn,PGA Cache Hit %,PQ QC Session Count,PQ Slave Session Count,PX downgraded 1 to 25% Per Sec,PX downgraded 25 to 50% Per Sec,PX downgraded 50 to 75% Per Sec,PX downgraded 75 to 99% Per Sec,PX downgraded to serial Per Sec,PX operations not downgraded Per Sec,Parse Failure Count Per Sec,Parse Failure Count Per Txn,Physical Read Bytes Per Sec,Physical Read IO Requests Per Sec,Physical Read Total Bytes Per Sec,Physical Read Total IO Requests Per Sec,Physical Reads Direct Lobs Per Sec,Physical Reads Direct Lobs Per Txn,Physical Reads Direct Per Sec,Physical Reads Direct Per Txn,Physical Reads Per Sec,Physical Reads Per Txn,Physical Write Bytes Per Sec,Physical Write IO Requests Per Sec,Physical Write Total Bytes Per Sec,Physical Write Total IO Requests Per Sec,Physical Writes Direct Lobs  Per Txn,Physical Writes Direct Lobs Per Sec,Physical Writes Direct Per Sec,Physical Writes Direct Per Txn,Physical Writes Per Sec,Physical Writes Per Txn,Process Limit %,Queries parallelized Per Sec,Recursive Calls Per Sec,Recursive Calls Per Txn,Redo Allocation Hit Ratio,Redo Generated Per Sec,Redo Generated Per Txn,Redo Writes Per Sec,Redo Writes Per Txn,Replayed user calls,Response Time Per Txn,Row Cache Hit Ratio,Row Cache Miss Ratio,Rows Per Sort,Run Queue Per Sec,SQL Service Response Time,Session Count,Session Limit %,Shared Pool Free %,Soft Parse Ratio,Streams Pool Usage Percentage,Temp Space Used,Total Index Scans Per Sec,Total Index Scans Per Txn,Total PGA Allocated,Total PGA Used by SQL Workareas,Total Parse Count Per Sec,Total Parse Count Per Txn,Total Sorts Per User Call,Total Table Scans Per Sec,Total Table Scans Per Txn,Total Table Scans Per User Call,Txns Per Logon,User Calls Per Sec,User Calls Per Txn,User Calls Ratio,User Commits Per Sec,User Commits Percentage,User Limit %,User Rollback Undo Records Applied Per Txn,User Rollback UndoRec Applied Per Sec,User Rollbacks Per Sec,User Rollbacks Percentage,User Transaction Per Sec,VM in bytes Per Sec,VM out bytes Per Sec,Workload Capture and Replay status,DIFF_KB
320,2019-02-06  23,0.0,4.51666666666667,2.62983120403775,5.09705145332257,7.99881972674622,0.000277777777777778,0.8223743136180408,0.00111162102676627,0.000554815170942993,85.1096083709424,19.6588090554074,12.514505907349902,0.10563273147482799,0.073322778304245,0.15221313422208402,0.138515980125776,0.0,128523451.733333,27.159507362680603,17.398821899303,2724.61358279319,1757.6803753641,61.5333333333333,11.96171875,248.583333333333,3970.94067490039,192.531282311631,111.029051363137,55.5481230898962,246.07402334222198,147.253562157387,70.94391558667621,0.00361009512120356,0.0,0.0,8.7352558581779,262.983120403775,91.26474414182209,0.0,0.0,0.0,0.0,27.4942321596505,17.0243715464368,0.000277500277500278,0.000238095238095238,0.0066647291580550294,0.00472969013651426,86.3988833034745,68.3713145529043,40.024544591685704,19.5956747420667,0.18054414825996698,0.0958404107655056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44747671942249895,0.24060837541467897,30.267105109766604,99.75227620288861,2.04519512792695,211.026441978028,0.215272321385593,0.12182734892735,98.68724475494409,1.31275524505583,2970.6875614153005,1904.9362847098898,851.779670640737,0.0658811556984417,0.0468348952079424,0.0,0.0,100.0,357.646259808367,66.364911484726,38.564459787835396,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410077228000886,0.0190123188311858,1916375.47380563,194.83883730825698,1973660.33316904,198.338049451768,0.00277694489164379,0.0014782326185835,0.00277694489164379,0.0014782326185835,233.93255161331402,173.245120701295,94057.56964863632,8.5137071089228,170955.403822776,12.9426181838837,0.00656271615548184,0.00999690284053645,0.123071963514488,0.08997268089634698,11.481636919999499,8.323330320910749,24.177777777777802,0.0,180.343665525059,102.22397893540001,100.0,28627.532919691603,16251.975143098502,1.68646255993553,1.08088497449775,0.0,178.939508299997,91.79338021460029,8.206619785399669,1967.5836588532102,0.0,2.98918747097328,76.85,16.281779661016902,6.147093908161139,96.8401330255511,0.0,24589107.2,149.243011058695,95.65929792894991,234647893.33333302,1693883.73333333,12.091372079695999,6.539480601563129,1.205133508509,11.6037839833596,5.94636935160892,3.30095393734455,31.5152645502646,3.52116451963462,2.57859529543567,4.921709942311,1.5732422130314199,99.9110149110149,1.43268456095038e-06,0.0011092775496397,0.00166726920596659,0.00111097238418602,0.08898508898508901,1.57435318541561,0.0,0.0,0.0,3072.0
321,2019-02-07  00,0.0,4.15,1.9249076280790902,4.29114405415967,7.9346675721916196,0.0,0.736215108931759,0.000555092978073827,0.000169204737732657,84.5759816600698,14.572401047753301,7.97377493220745,0.11500376293603301,0.08415593999513099,0.0358564450704418,0.0228598900226545,0.0,126311355.733333,17.2840105959723,11.1835465004725,2943.0225165574298,1614.94708132565,61.0,12.7363606770833,244.266666666667,4328.42386926622,105.357832381754,59.798362296728705,29.691940312720398,147.887080514949,88.7686245732528,41.6869956685308,0.0049965574613538,0.0,0.0,7.15655527342417,192.49076280790902,92.84344472657591,0.0,0.0,0.0,0.0,37.1483610668537,27.4537445357049,0.00027814864263462404,0.000203252032520325,0.00582552097155463,0.00305235105604643,89.2231316265398,61.6546675273499,37.726924622518794,17.3906507569173,0.11310975373291199,0.0472275354429438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159783224632329,0.0809543360550317,30.2465348079583,99.8498837426869,2.0066329857893797,207.64008544849997,0.128889639158002,0.0692132476234552,99.40775862020041,0.592241379799542,3090.9095841878698,1703.71647038917,877.6493472309089,0.0686234119109244,0.0510141328631163,0.0,0.0,100.0,368.36000744527803,59.7972540587759,36.3410383062325,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200155084409501,0.00783901735162601,1914345.06665912,192.068219685407,1971754.16518241,195.573847365263,0.00166444740346205,0.00147058823529412,0.00166444740346205,0.00147058823529412,233.68472407459598,166.765756013178,82252.2170971547,8.081558779895518,132222.263849786,12.3806321063635,0.00767555810404228,0.0122224638362104,0.0247596870800289,0.0164075019906253,10.0405827626678,7.0317139556961,24.0055555555555,0.0,133.071032756051,74.15917457835259,100.0,15675.1129735689,8660.299978409019,1.61483631590942,1.05558267182119,0.0,122.569725569596,93.66429466689951,6.335705333100539,1700.2445108722302,0.0,2.18399983172875,75.55,16.0063559322034,5.673461873480621,98.7451854639868,0.0,23802675.2,169.917621275175,108.579494860786,227405738.66666698,871816.533333333,10.315698386093802,5.575693964344961,0.7499773164836949,11.776832329732,6.28217864781355,3.3535773171449,31.3939285714286,3.6293542420318903,2.7089628297636605,6.25660673722146,1.54401828271874,99.8983645472478,1.42026692661929e-06,0.00111194184071304,0.00167225069250424,0.00166257494553281,0.10163545275221002,1.5456808576642702,0.0,0.0,0.0,0.0
322,2019-02-07  01,0.0,3.78688524590164,1.5618175906421599,4.10853550561088,7.01271490620276,0.0,0.711281239703564,0.0005460390166497981,0.00027647671090294,83.6026242138574,11.8394585988266,6.8093764804563,0.110098564172516,0.0768201212192248,0.0404439081063737,0.0151461225758337,0.0,112908892.327869,14.320531605728199,10.078206063588699,2271.39086948491,1366.0722759821401,60.5409836065574,11.0193871670082,243.114754098361,5846.536021536079,91.33505735321529,53.8764815440154,26.5996984968608,127.41907905788901,81.03760296495149,37.18973397063171,0.0040993653319925105,0.0,0.0,7.11149747073584,156.181759064216,92.88850252926409,0.0,0.0,0.0,0.0,28.264587326790103,20.539318447482398,0.0139066130035012,0.011943793911007,0.00437404674068624,0.00255790687316355,90.7082784647312,56.2096618442035,35.718431091066606,16.0849046644557,0.0882766323819347,0.0384397424596079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164725653695499,0.0835404410410495,30.265814964735604,99.9937183352287,1.79453826522301,187.47381144179002,0.10132643386805901,0.0562700236614908,99.4306752196938,0.5693247803062329,2398.80994249137,1447.1092208721698,686.670669019912,0.0685810989499226,0.0537443345742287,0.0,0.0,100.0,357.24515743691103,54.3062971015841,34.2291025228359,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185815696719891,0.005849074633069129,1699902.84274331,172.17684447132703,1756622.97202502,175.62194144487898,0.0,0.0,0.0,0.0,207.507669686333,161.209948822515,79580.58692730991,8.07846336993672,125194.133058066,12.1082636119889,0.005087367254310571,0.00574176616790366,0.0090219138329142,0.00704327954251062,9.71442711515014,7.62543626916883,23.846994535519098,0.0,115.25809857940399,66.5680651062681,100.0,13644.616158454599,7780.484864428009,1.4945022774535701,1.03938611920764,0.0,105.229419374131,95.6477450856126,4.35225491438744,1862.87317294018,0.0,2.07806838122036,74.8196721311475,15.851625451514302,5.95906087651168,98.00607038578958,0.0,23687503.7377049,158.13824211919902,108.29617047278099,224601356.590164,816060.8524590159,9.03532890178353,4.96238085707394,0.6778727369182579,9.63931286602782,5.167705197148781,2.7317792918287003,27.6895264116576,3.5264073921101997,2.80058216782697,6.64287173078871,1.4565639940848,99.9084788014107,1.40957961838351e-06,0.0010407700670734801,0.0013665758654044199,0.0013671234081896301,0.0915211985892548,1.4579311174929899,0.0,0.0,0.0,0.0
323,2019-02-07  02,0.0,3.22033898305085,0.6730212606472661,4.4005903354744005,6.5256226634604095,0.000281922031642929,0.59325763391881,0.0,0.0,85.6090753631901,3.3094247689597593,2.9613460331042796,0.0861793590421185,0.0733846330279424,0.00961036519759248,0.00728671747942672,0.0,72844878.10169491,2.8830078283042204,2.43290136753886,781.009344673885,696.567173941776,59.135593220339004,10.945014565678001,242.45762711864398,8284.132858750241,38.750324493054,32.7330964438846,10.5926856734569,57.064870561439506,48.693574031604605,15.5933934761167,0.000282203672034181,0.0,0.0,5.85248856155553,67.30212606472661,94.1475114384445,0.0,0.0,0.0,0.0,23.463686406065197,20.733156398637398,0.000564266453568094,0.00048777064252377404,0.00113046171551985,0.000932729820970673,95.43907818961159,27.214103056979102,23.5712771049582,7.48160644898005,0.00113201887075458,0.00105932203389831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248685242867394,0.0175551350076733,30.235268127273198,99.93316098629869,1.1576133995025901,134.694427879198,0.0511403033436993,0.0395506918113833,99.90462760244509,0.0953723975549311,838.069105035934,745.263023016841,232.613674932238,0.0578975912280931,0.0503704261654864,0.0,0.0,100.0,375.624666296623,25.2756364193045,21.8737785288404,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062148.89146488,120.945137374047,1118296.44314642,124.37429394999901,0.0,0.0,0.0,0.0,129.65684484351002,116.721805225672,64481.9243150924,7.01068123729254,95473.163250342,10.3852901127004,0.000723563165688843,0.000848165201254664,0.000848165201254664,0.000723563165688843,7.871328651744679,7.03665139258705,23.378531073446304,0.0,40.8088173747979,35.024116152230604,100.0,6515.0874343241,5406.2343312843295,1.1619064134722599,1.00726678694757,0.0,60.9420751440479,99.54632778999759,0.4536722100024261,2906.32940884176,0.0,1.7037158187531498,72.3220338983051,15.3224648089629,8.37763863008804,99.2421786235339,0.0,23281941.694915302,49.648146132138,43.07605365744221,218103495.59322,140999.593220339,1.99359994578531,1.53477806645405,0.0899090694551943,0.25400267089400697,0.20715022538280603,0.0703758379640227,25.7432203389831,3.67092042069232,3.20483934928225,9.031949264605661,1.1548289978653998,100.0,1.37685782355507e-06,0.0,0.0,0.0,0.0,1.1548289978653998,0.0,0.0,0.0,2048.0
324,2019-02-07  03,0.0,3.0166666666666697,0.5683565119843851,3.78759790543837,6.399814786450349,0.0,0.6144996564980301,0.0,0.0,87.459068612081,2.87513914131349,2.7293325710472405,0.0805429729924886,0.0714595007282452,0.00583176132770504,0.00396697384511311,0.0,63983803.7333333,3.13751901593854,2.9311756877860295,739.102486636108,686.3784269897441,59.0166666666667,11.743570963541698,239.81666666666698,7573.61089756886,37.432814195896505,33.8055879692072,10.7181289708869,56.560691839016506,51.4797247489892,16.1845680672108,0.0,0.0,0.0,6.10847161741899,56.8356511984385,93.891528382581,0.0,0.0,0.0,0.0,39.4082839272459,35.824349521226296,0.00027833444667112,0.00023474178403755898,0.000554585035587834,0.00048664393293549295,95.7803891556478,26.755158838773998,24.033651902087303,7.56734379161796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430460072849061,0.0360682757942792,30.2555917497454,99.9963359026197,1.01678218573982,123.23339334748002,0.0441521241994254,0.0419017639340444,99.8432352246199,0.156764775380125,795.668048125945,737.852080004694,230.852656669243,0.0591595988669433,0.0537730692116093,0.0,0.0,100.0,361.539263190225,24.8993682883376,22.3498770828126,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914941.6726729091,109.500636152591,971094.864003097,112.946114148337,0.0,0.0,0.0,0.0,111.68721266710399,104.03197352709499,65105.8180040675,7.03663498105394,95132.9115883891,10.304206544565501,0.0007588659356077389,0.000833427500014578,0.000833427500014578,0.0007588659356077389,7.94748754932464,7.286801728307441,23.3388888888889,0.0,40.0515443015065,35.5739869520603,100.0,6194.2118246183,5647.1521548239,1.1166433854991298,1.0094757791981301,0.0,53.169482879095604,99.29839182992158,0.701608170078388,2710.55296206146,0.0,1.38122134388205,72.1666666666667,15.2895480225989,7.552444901026731,98.04147922823691,0.0,23278387.2,49.7308189214079,45.0961993889387,215390822.4,137523.2,1.7412903562605402,1.3008246395360399,0.0910478613704503,0.22383706633329603,0.18715025917466604,0.0632209969303473,24.1151827801828,3.55352189013828,3.2279882446225097,8.75396807966661,1.1099746970586397,100.0,1.37408884895052e-06,0.0,0.0,0.0,0.0,1.1099746970586397,0.0,0.0,0.0,0.0
325,2019-02-07  04,0.0,2.85,0.570385756205549,4.31098943905747,6.724926906497849,0.0,0.605401013933432,0.00027759271596713303,0.000219298245614035,88.0756738125262,2.7633183329055697,2.43553257721202,0.0978136297372802,0.0841545004376308,0.00749648402617668,0.00611352555432319,0.0,57370845.8666667,4.782788215928361,4.25563708594517,666.990296005343,590.374178751901,59.15,9.8685546875,241.05,7774.968959751701,39.9026628432585,34.223747907382496,10.941598981340698,62.094169074151296,53.7401910456033,17.166179943291198,0.0,0.0,0.0,6.119585569010611,57.038575620555,93.8804144309894,0.0,0.0,0.0,0.0,22.891926277091304,19.7856169193539,0.0,0.0,0.0008333333333333331,0.000574712643678161,95.6170215036838,27.0366073553864,23.346323410282103,7.3591890950976095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244338066922556,0.0196127775281729,30.303185630987702,99.86196162780409,0.911899706831765,109.985084218797,0.0466559191065406,0.0386832144276734,99.9196988069383,0.0803011930617216,729.085549041073,644.119728440557,202.03199950081,0.0580331207596418,0.0500490911953527,0.0,0.0,100.0,376.48089305991095,25.136383420279397,21.6957112266446,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803957.237019637,96.1642534148895,860128.987305785,99.5933423162081,0.0,0.0,0.0,0.0,98.13931351860408,87.2994091199926,65897.8140101339,7.05702551543187,96006.7226747575,10.4066240620886,0.00289885090594719,0.00333458414427946,0.00333458414427946,0.00289885090594719,8.04416674928393,7.02147630321112,23.388888888888896,0.0,39.9401614937482,34.2614311089607,100.0,6343.76279740417,5379.09005157216,1.16744396986853,1.00891259365316,0.0,50.5209891217805,99.84725998219092,0.152740017809131,2189.20693199298,0.0,1.3588190264852602,72.4,15.3389830508474,6.91544739067132,99.63233389793258,0.0,23295863.4666667,49.2634853091719,42.7666475045051,217215897.6,138820.26666666698,1.72977262132289,1.3490612320173,0.0961950687720112,0.218844022403478,0.18040782851311,0.0581269273308775,24.4549404761905,3.67823891711513,3.19638853009866,8.99926360521998,1.1585362258547098,100.0,1.37719325753329e-06,0.0,0.0,0.0,0.0,1.1585362258547098,0.0,0.0,0.0,4096.0
326,2019-02-07  05,0.0,2.85,0.6905858663443799,4.25168692636774,6.76298447931948,0.0,0.607689477934785,0.0,0.0,87.33579109957451,3.7076856957037,3.34957718608958,0.0786052806253942,0.067638904218549,0.00944438415431126,0.00743898444713377,0.0,69304695.4666667,4.551394889165111,4.09674144203513,836.026864950462,750.827914220202,58.7666666666667,10.6926920572917,240.516666666667,8748.2941287565,39.4108465131554,34.2941763728272,11.036498248463198,60.8397963686102,53.55029272414821,17.1637334468433,0.0,0.0,0.0,6.384582928271049,69.0585866344379,93.615417071729,0.0,0.0,0.0,0.0,17.3757037072786,15.1811982283049,0.0,0.0,0.000555092978073827,0.000354609929078014,95.8596913602956,26.6627599426364,23.364182387558497,7.3984401752019595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116650107901367,0.00820537773897218,30.3026337561352,99.8439254443223,1.10143588805647,134.423885496562,0.051396083168003,0.0436369921178205,99.9549016784503,0.04509832154966299,896.869190064278,804.3923198629201,251.10065766947702,0.0575026000884136,0.0510676801339276,0.0,0.0,100.0,371.299469151494,24.7945896988763,21.7064129785923,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002561.24170279,120.57736864719801,1058680.38072853,123.98608129911699,0.0,0.0,0.0,0.0,122.382963427978,109.881025413637,65671.0623328265,7.08644853953157,96441.760845429,10.451428930668499,0.00228156676058162,0.00274742643120522,0.00274742643120522,0.00228156676058162,8.0164871011751,7.18924320240378,23.2555555555555,0.0,39.3106083899345,34.0492379971412,100.0,6362.8661037824295,5488.10020786526,1.1462675280681203,1.00833632525122,0.0,61.7686409904111,99.6855668397176,0.314433160282406,3251.2733953531,0.0,1.6968920442242101,71.6,15.169491525423698,9.05924683767008,99.7678367428735,0.0,23295863.4666667,49.643285171771296,44.2177713671049,216130628.26666698,146466.133333333,1.71186603135171,1.2396164190984098,0.0953351573970808,0.21660061445735102,0.16824351703634802,0.0599638710878669,24.5307738095238,3.62802869543145,3.21739736516272,9.042195354616,1.1388461289499399,100.0,1.3682680828578198e-06,0.0009389671361502349,0.0011125945705385,0.0,0.0,1.1388461289499399,0.0,0.0,0.0,4096.0
327,2019-02-07  06,0.0,3.2459016393442597,0.766408229595273,4.41342585850742,6.55726048351923,0.0,0.596639409490891,0.0,0.0,87.42474411670669,3.7895312760417204,3.5107132248935495,0.07267879569798501,0.0648708958476063,0.00983666512275768,0.00847302730725388,0.0,73267149.6393443,6.756333134188581,5.491374744331321,894.1764659709419,824.4374271020979,59.245901639344304,12.0547675461066,242.34426229508202,8206.75232673413,40.6342574341845,35.47851913924121,11.3945645243399,65.5623112389688,56.9592582335137,18.415023714047,0.0,0.0,0.0,5.73777022897292,76.6408229595273,94.2622297710271,0.0,0.0,0.0,0.0,24.374765215327802,21.4298766695181,0.000273406314592242,0.00022768670309653903,0.000273315148765435,0.000215703192407248,95.74333231433741,26.3613224530299,23.5838945206527,7.41202187791181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117490918801289,0.0090252058288618,30.289266829520198,99.9803337866432,1.1649930905156698,142.254868141189,0.0423647087191743,0.036773228875421,99.960659924559,0.0393400754410197,959.7387767082471,881.3966930976579,271.619342829233,0.0592928052924677,0.0534321201823296,0.0,0.0,100.0,364.61022799886,24.536936141332603,21.924805617567,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069217.31776183,128.382019809954,1125755.80514333,131.851204164745,0.0,0.0,0.0,0.0,130.519692109598,121.08018198087099,65746.0625744624,7.129959460884759,95617.80850234212,10.418784365082999,0.0024422570237577603,0.00327755125100275,0.00327755125100275,0.0024422570237577603,8.02564240410918,7.41035169812032,23.4153005464481,0.0,39.0283200634125,34.6242990906989,100.0,6061.022922792671,5342.5947256606605,1.12842845484348,1.01139620792388,0.0,71.69135641930299,99.92215444107251,0.0778455589274725,3390.63629261459,0.0,1.9585359529877702,72.655737704918,15.393164767991099,8.80848321093056,99.81891687962049,0.0,23292139.0163934,48.6762727028366,44.1039861483969,217939581.90163898,144132.196721311,1.68325478997812,1.2966779860006798,0.0925500439629031,0.208205647760279,0.168167119014442,0.0574701402887729,24.8113583138173,3.56571358743493,3.22041657420378,8.93698029454192,1.1185764767981001,100.0,1.3794261415754102e-06,0.0,0.0,0.0,0.0,1.1185764767981001,0.0,0.0,0.0,1024.0
328,2019-02-07  07,0.0,3.42372881355932,0.6944827627645239,3.97742357460185,6.945628523154871,0.0,0.5849596349917321,0.0,0.0,87.10348277288321,3.9434368929105004,3.60050037975443,0.0552613435397565,0.0480405512221543,0.00896757010397965,0.00660300546815108,0.0,76242475.3898305,4.28687120404379,3.8741101639274707,932.183957822777,856.509945644162,59.237288135593204,12.6013638771186,243.389830508475,7583.710236606321,39.12645986716971,33.5664795889345,10.776072192832698,60.151176912210104,52.5257965640028,16.6517662878192,0.0,0.0,0.0,6.5064916992889,69.4482762764524,93.4935083007111,0.0,0.0,0.0,0.0,41.0422847640586,36.6918078191041,0.000278265515389474,0.000152695067949305,0.00028291024106781603,0.000302663438256659,95.73138829244292,26.4491130755338,23.420905257134105,7.4198983784987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075975768949376795,0.00610977433011331,30.278562344756498,99.7237746578321,1.21242766470428,148.337212629509,0.0505410205233558,0.0380304905533904,99.9656939093345,0.0343060906655105,992.334274061176,909.041195621647,281.145538514102,0.0567592540035753,0.0510893374730593,0.0,0.0,100.0,366.14646354194997,24.623707457992897,21.7916635208702,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118014.90824147,134.445978081296,1174217.61122159,137.858772138532,0.0,0.0,0.0,0.0,136.474979787889,125.89580642246,66513.64107738901,7.15581087831627,97072.83824253119,10.494678566944598,0.0033169780586068303,0.0042202424976304,0.0042202424976304,0.0033169780586068303,8.11934095182971,7.450671447501191,23.412429378531105,0.0,39.547902762172605,34.6451424361517,100.0,6367.7909917793995,5278.29513171879,1.1418717344291798,1.0129065769652499,0.0,64.1981004603042,99.9728997900861,0.027100209913918,4104.7337489332895,0.0,1.7271188614297501,72.6610169491525,15.394283251939099,8.507871438654751,99.72468168003759,0.0,23317486.6440678,49.710814545306995,44.0582754411754,216296638.915254,143151.728813559,1.72282457927784,1.2702590503559401,0.0887106397502763,0.21389649405183397,0.169950539435246,0.0574873199047273,24.186440677966104,3.57809092709865,3.1980264547742703,8.83022521143262,1.13000056869413,99.98473049320509,1.37922559281312e-06,0.0,0.0,0.000278265515389474,0.0152695067949305,1.13027883420952,0.0,0.0,0.0,0.0
329,2019-02-07  08,0.0,3.4166666666666696,0.781553221407398,4.75243649918998,6.75286738078035,0.0,0.6560845942742889,0.0,0.0,87.0254374977333,3.4571234039918197,3.0492463659641404,0.0716451456325566,0.0639267893717977,0.00833375222871721,0.007100431177923041,0.0,75489723.7333333,11.9175691022647,10.9469669327629,851.650828353839,747.0699931203089,60.0333333333333,12.515006510416699,243.733333333333,6873.12165905281,46.8089321801221,41.2523102215795,12.8155584464037,80.7602555353853,72.0729163150652,22.2029427403892,0.0,0.0,0.0,5.66269593550007,78.1553221407398,94.33730406449992,0.0,0.0,0.0,0.0,25.443117704778103,21.9915864806379,0.0,0.0,0.00138828870835388,0.00109309477215544,94.7117523575727,27.0912543105694,23.7087594019595,7.5293115916345705,0.0033342595371245102,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172191272997297,0.0151590300740041,30.3448114025902,99.994515965027,1.20061172111114,140.352548321206,0.0424910225537746,0.0362800272723791,99.9529964631707,0.0470035368292994,932.414166706859,819.144365774166,261.353271902348,0.0608337604637771,0.0531348547034241,0.0,0.0,100.0,369.617085438002,25.3218067932202,22.1580104580306,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105860.23692611,126.385292390526,1162331.03878652,129.850953034417,0.0,0.0,0.0,0.0,134.994368781988,118.36187801668001,67228.2267530036,7.283862439928911,96770.62088214811,10.5660287947599,0.008548653336526891,0.00916102786068632,0.0108293628623547,0.0100871148749884,8.20657064856001,7.17338848719638,23.677777777777802,0.0,40.904647648110206,35.5832247173086,100.0,6227.73328832458,5387.64464978246,1.1561230693253501,1.0152374951040501,0.0,68.4114812619561,99.8302186368711,0.16978136312890602,2730.13738645027,0.0,1.75630977520206,74.0833333333333,15.695621468926499,8.01616202009485,99.7877536913781,0.0,23383244.8,49.9584443182816,44.174730000431296,220937216.0,169181.866666667,2.05596331539446,1.64373381128748,0.12448495505087,0.265753598876576,0.216758821735362,0.0708533143099302,22.6452564102564,3.6145003426287596,3.18199429264318,8.736107151260919,1.1424938909824098,99.9777777777778,1.39775996439417e-06,0.00022222222222222202,0.000278055833611389,0.000278055833611389,0.0222222222222222,1.14277194681602,0.0,0.0,0.0,2048.0
